date,change,id,band,call,freq,city,state,detail
2026-08-16,lat,AM103181,AM,XELBL,1350,SAN LUIS RIO COLORAD,SO,32.4495 -> 32.482833
2026-08-16,erp,AM103190,AM,XEDI,1360,CHIHUAHUA,CH,1.0 -> 0.5
2026-08-16,lat,AM103190,AM,XEDI,1360,CHIHUAHUA,CH,28.614917 -> 28.640194
2026-08-16,lon,AM103190,AM,XEDI,1360,CHIHUAHUA,CH,-106.054944 -> -106.074111
2026-08-16,lat,AM103201,AM,XEY,1360,CELAYA,GT,20.494528 -> 20.516194
2026-08-16,lon,AM103201,AM,XEY,1360,CELAYA,GT,-100.847 -> -100.765056
2026-08-16,erp,AM103223,AM,XEHG,1370,MEXICALI,BN,0.75 -> 0.5
2026-08-16,lat,AM103223,AM,XEHG,1370,MEXICALI,BN,32.642833 -> 32.642278
2026-08-16,lon,AM103223,AM,XEHG,1370,MEXICALI,BN,-115.470556 -> -115.506944
2026-08-16,erp,AM103254,AM,XEGNK,1370,NUEVO LAREDO,TA,5.0 -> 0.25
2026-08-16,lat,AM103254,AM,XEGNK,1370,NUEVO LAREDO,TA,27.524472 -> 27.505861
2026-08-16,lon,AM103254,AM,XEGNK,1370,NUEVO LAREDO,TA,-99.557 -> -99.501722
2026-08-16,erp,AM103258,AM,XEKT,1380,TECATE,BN,0.25 -> 10.0
2026-08-16,erp,AM103483,AM,XEWD,1430,CD.MIGUEL ALEMAN,TA,1.0 -> 6.0
2026-08-16,lat,AM103483,AM,XEWD,1430,CD.MIGUEL ALEMAN,TA,26.382278 -> 26.382556
2026-08-16,erp,AM103550,AM,XENA,1450,QUERETARO,QE,25.0 -> 10.0
2026-08-16,lon,AM103550,AM,XENA,1450,QUERETARO,QE,-100.439222 -> -100.438944
2026-08-16,city,AM103575,AM,XEYC,1460,CD.JUAREZ,CH,CIUDAD.JUAREZ -> CD.JUAREZ
2026-08-16,lat,AM103575,AM,XEYC,1460,CD.JUAREZ,CH,31.7415 -> 31.713444
2026-08-16,lon,AM103575,AM,XEYC,1460,CD.JUAREZ,CH,-106.483611 -> -106.446361
2026-08-16,erp,AM103609,AM,XEJH,1460,JALAPA,VC,10.0 -> 1.0
2026-08-16,lon,AM103609,AM,XEJH,1460,JALAPA,VC,-96.895833 -> -96.885556
2026-08-16,lat,AM103634,AM,XEACE,1470,MAZATLAN,SI,23.215278 -> 23.245833
2026-08-16,lon,AM103634,AM,XEACE,1470,MAZATLAN,SI,-106.371667 -> -106.380278
2026-08-16,city,AM103661,AM,XEZJ,1480,SAN MIGUEL,JA,GUADALAJARA -> SAN MIGUEL
2026-08-16,erp,AM103661,AM,XEZJ,1480,SAN MIGUEL,JA,1.0 -> 20.0
2026-08-16,lat,AM103661,AM,XEZJ,1480,SAN MIGUEL,JA,20.676472 -> 20.642861
2026-08-16,lon,AM103661,AM,XEZJ,1480,SAN MIGUEL,JA,-103.354583 -> -103.264833
2026-08-16,erp,AM103714,AM,XEMS,1490,MATAMOROS,TA,1.0 -> 5.0
2026-08-16,lat,AM103723,AM,XEYTM,1490,TEOCELO,VC,19.380278 -> 19.381111
2026-08-16,lon,AM103723,AM,XEYTM,1490,TEOCELO,VC,-96.977778 -> -96.976111
2026-08-16,erp,AM103731,AM,XEEBC,1500,ENSENADA,BN,0.5 -> 1.0
2026-08-16,erp,AM103739,AM,XEFL,1500,GUANAJUATO,GT,0.25 -> 5.0
2026-08-16,lat,AM103739,AM,XEFL,1500,GUANAJUATO,GT,21.00925 -> 21.038694
2026-08-16,lon,AM103739,AM,XEFL,1500,GUANAJUATO,GT,-101.262028 -> -101.273694
2026-08-16,city,AM103843,AM,XENC,1540,CELAYA,GT,SANTA MARIA DEL REFU -> CELAYA
2026-08-16,lat,AM103843,AM,XENC,1540,CELAYA,GT,20.447306 -> 20.516194
2026-08-16,lon,AM103843,AM,XENC,1540,CELAYA,GT,-100.797556 -> -100.765056
2026-08-16,erp,AM103850,AM,XESTN,1540,MONTERREY,NL,25.0 -> 5.0
2026-08-16,city,AM103863,AM,XEHOS,1540,VILLA DE SERIS,SO,LA PALOMA -> VILLA DE SERIS
2026-08-16,lat,AM103863,AM,XEHOS,1540,VILLA DE SERIS,SO,29.047917 -> 29.046528
2026-08-16,lon,AM103863,AM,XEHOS,1540,VILLA DE SERIS,SO,-111.008361 -> -111.010306
2026-08-16,city,AM103975,AM,XEAF,1580,APASEO EL GRANDE,GT,OJO SECO -> APASEO EL GRANDE
2026-08-16,erp,AM103975,AM,XEAF,1580,APASEO EL GRANDE,GT,5.0 -> 1.0
2026-08-16,lat,AM103975,AM,XEAF,1580,APASEO EL GRANDE,GT,20.387889 -> 20.541472
2026-08-16,lon,AM103975,AM,XEAF,1580,APASEO EL GRANDE,GT,-100.795889 -> -100.696722
2026-08-16,city,AM104007,AM,XEVOZ,1590,SAN PABLO DE LAS SAL,DF,LOS REYES ACAQUILPAN -> SAN PABLO DE LAS SAL
2026-08-16,lat,AM104007,AM,XEVOZ,1590,SAN PABLO DE LAS SAL,DF,19.360278 -> 19.676111
2026-08-16,lon,AM104007,AM,XEVOZ,1590,SAN PABLO DE LAS SAL,DF,-99.992222 -> -99.108889
2026-08-16,lon,AM104378,AM,CJSL,1280,ESTEVAN,SK,-102.922667 -> -102.92325
2026-08-16,lon,AM104806,AM,CHLW,1310,ST. PAUL,AB,-111.22975 -> -111.228639
2026-08-16,lon,AM105321,AM,CBGA-7,1340,STE. ANNE DES MONTS,QC,-66.46225 -> -66.461417
2026-08-16,lat,AM105772,AM,CFVD,1370,VILLE DEGELIS,QC,47.531417 -> 47.530861
2026-08-16,lon,AM105772,AM,CFVD,1370,VILLE DEGELIS,QC,-68.600333 -> -68.607833
2026-08-16,erp,AM105775,AM,CKPC,1380,BRANTFORD,ON,25.0 -> 10.0
2026-08-16,lat,AM105775,AM,CKPC,1380,BRANTFORD,ON,43.055611 -> 43.051444
2026-08-16,lon,AM105775,AM,CKPC,1380,BRANTFORD,ON,-80.315083 -> -80.313694
2026-08-16,lat,AM105809,AM,CHKT,1430,TORONTO,ON,43.617556 -> 43.617833
2026-08-16,lon,AM105809,AM,CHKT,1430,TORONTO,ON,-79.3795 -> -79.380611
2026-08-16,lat,AM105843,AM,CKBM,1490,MONTMAGNY,QC,46.97475 -> 46.998639
2026-08-16,lon,AM105843,AM,CKBM,1490,MONTMAGNY,QC,-70.602056 -> -70.516472
2026-08-16,erp,AM105846,AM,CKAY,1500,DUNCAN,BC,5.0 -> 10.0
2026-08-16,erp,AM106097,AM,CKRS,590,JONQUIERE,QC,25.0 -> 10.0
2026-08-16,lon,AM106110,AM,CHNC,610,NEW CARLISLE,QC,-65.246361 -> -65.247194
2026-08-16,lat,AM108518,AM,CKST,1040,VANCOUVER,BC,49.100944 -> 49.092333
2026-08-16,lon,AM108518,AM,CKST,1040,VANCOUVER,BC,-122.932139 -> -122.933806
2026-08-16,lat,AM113359,AM,CFGO,1200,OTTAWA,ON,45.216722 -> 45.283389
2026-08-16,lon,AM113359,AM,CFGO,1200,OTTAWA,ON,-75.769694 -> -75.746083
2026-08-16,lat,AM1218,AM,WRFC,960,ATHENS,GA,33.999278 -> 33.999556
2026-08-16,lon,AM1218,AM,WRFC,960,ATHENS,GA,-83.4335 -> -83.433222
2026-08-16,lat,AM136195,AM,CJWI,1610,MONTREAL,QC,45.567806 -> 45.564472
2026-08-16,lon,AM136406,AM,CJGX,940,YORKTON,SK,-102.336583 -> -102.336028
2026-08-16,erp,AM137066,AM,CJMS,1040,ST. CONSTANT,QC,10.0 -> 5.0
2026-08-16,lat,AM158665,AM,CBRU,1270,SQUAMISH,BC,49.698167 -> 49.698444
2026-08-16,lon,AM158665,AM,CBRU,1270,SQUAMISH,BC,-123.14575 -> -123.144361
2026-08-16,erp,AM164832,AM,XEABCA,820,MEXICALI,BN,5.0 -> 3.5
2026-08-16,lat,AM164832,AM,XEABCA,820,MEXICALI,BN,32.627833 -> 32.618944
2026-08-16,lon,AM164832,AM,XEABCA,820,MEXICALI,BN,-115.580833 -> -115.536389
2026-08-16,erp,AM164929,AM,CHHA,1610,TORONTO,ON,6.3 -> 10.0
2026-08-16,lat,AM164929,AM,CHHA,1610,TORONTO,ON,43.642 -> 43.641944
2026-08-16,lon,AM164929,AM,CHHA,1610,TORONTO,ON,-79.340056 -> -79.340278
2026-08-16,lon,AM165290,AM,CJLO,1690,MONTREAL,QC,-73.657389 -> -73.657944
2026-08-16,city,AM165780,AM,XETEKA,1030,JUCHITAN DE ZARAGOZA,OA,JUCHITAN DE ZARAGORA -> JUCHITAN DE ZARAGOZA
2026-08-16,lat,AM165780,AM,XETEKA,1030,JUCHITAN DE ZARAGOZA,OA,16.443333 -> 16.456111
2026-08-16,lon,AM165780,AM,XETEKA,1030,JUCHITAN DE ZARAGOZA,OA,-95.026111 -> -95.029444
2026-08-16,lon,AM165872,AM,XESOS,730,EL SIFON,SO,-109.683389 -> -109.675056
2026-08-16,erp,AM166408,AM,XEVP,1030,ACAPULCO,GR,1.0 -> 2.5
2026-08-16,lat,AM166692,AM,XEFW,810,CD. CUAUHTEMOC,VE,22.174278 -> 22.173889
2026-08-16,lon,AM166692,AM,XEFW,810,CD. CUAUHTEMOC,VE,-97.832861 -> -97.832778
2026-08-16,erp,AM166707,AM,XEREC,940,MIGUEL HIDALGO PRIME,TA,1.0 -> 2.5
2026-08-16,city,AM166732,AM,XELAZ,600,SAN ADRES IXTLAN,JA,SAN ANDRES IXTLAN -> SAN ADRES IXTLAN
2026-08-16,erp,AM166732,AM,XELAZ,600,SAN ADRES IXTLAN,JA,10.0 -> 5.0
2026-08-16,lat,AM166732,AM,XELAZ,600,SAN ADRES IXTLAN,JA,19.894722 -> 19.8475
2026-08-16,lon,AM166732,AM,XELAZ,600,SAN ADRES IXTLAN,JA,-103.524722 -> -103.499722
2026-08-16,erp,AM170030,AM,XEYC,1030,CD. JUAREZ,CH,5.0 -> 2.4
2026-08-16,city,AM170382,AM,XETD,570,TECUALA,NA,LOS PINITOS -> TECUALA
2026-08-16,lat,AM170382,AM,XETD,570,TECUALA,NA,22.443361 -> 22.404472
2026-08-16,lon,AM170382,AM,XETD,570,TECUALA,NA,-105.422472 -> -105.459694
2026-08-16,city,AM171199,AM,XENZ,890,SAN PEDRO,SI,SAN PEDRO DE LOS ROS -> SAN PEDRO
2026-08-16,lat,AM177859,AM,XEPI,990,PALO REDONDO,GR,17.562222 -> 17.561667
2026-08-16,lon,AM177859,AM,XEPI,990,PALO REDONDO,GR,-99.466944 -> -99.461667
2026-08-16,lat,AM189201,AM,XEID,990,ALAMO,VE,20.910111 -> 20.953444
2026-08-16,lon,AM189201,AM,XEID,990,ALAMO,VE,-97.669167 -> -97.669444
2026-08-16,lon,AM190081,AM,CFNV,940,MONTREAL,QC,-73.697667 -> -73.698778
2026-08-16,erp,AM198568,AM,XENKA,1030,FELIPE CARRILLO PUER,QR,5.0 -> 10.0
2026-08-16,erp,AM198657,AM,XEJUA3,1520,CIUDAD JUAREZ,CH,5.0 -> 50.0
2026-08-16,erp,AM199185,AM,XECHAP,1130,TEXCOCO DE MORA,ME,2.0 -> 5.0
2026-08-16,lat,AM199185,AM,XECHAP,1130,TEXCOCO DE MORA,ME,19.495833 -> 19.505556
2026-08-16,lon,AM199185,AM,XECHAP,1130,TEXCOCO DE MORA,ME,-98.893333 -> -98.881944
2026-08-16,erp,AM204307,AM,XECSPM,1310,COLONLA 18 DE MARZO,PU,0.4 -> 2.5
2026-08-16,lat,AM204307,AM,XECSPM,1310,COLONLA 18 DE MARZO,PU,19.444722 -> 18.443611
2026-08-16,lon,AM204307,AM,XECSPM,1310,COLONLA 18 DE MARZO,PU,-97.425556 -> -97.425278
2026-08-16,lat,AM33674,AM,KBOA,1540,KENNETT,MO,36.225056 -> 36.253111
2026-08-16,lon,AM33674,AM,KBOA,1540,KENNETT,MO,-90.075083 -> -90.048972
2026-08-16,erp,AM65309,AM,KCOH,1230,HOUSTON,TX,0.41 -> 1.0
2026-08-16,lat,AM65309,AM,KCOH,1230,HOUSTON,TX,29.859667 -> 29.757444
2026-08-16,lon,AM65309,AM,KCOH,1230,HOUSTON,TX,-95.559111 -> -95.338556
2026-08-16,erp,AM98816,AM,CJRN,710,NIAGARA FALLS,ON,10.0 -> 5.0
2026-08-16,lon,AM98825,AM,CHTN,720,CHARLOTTETOWN,PE,-63.164333 -> -63.1635
2026-08-16,erp,AM98841,AM,CJVR,750,MELFORT,SK,10.0 -> 25.0
2026-08-16,lon,AM98851,AM,CFDR,780,DARTMOUTH,NS,-63.695417 -> -63.694583
2026-08-16,lon,AM98860,AM,CIGM,790,SUDBURY,ON,-80.936556 -> -80.936833
2026-08-16,lon,AM98901,AM,C840,840,ESTEVAN,SK,-102.917667 -> -102.917111
2026-08-16,lon,AM98946,AM,CKDH,900,AMHERST,NS,-64.209917 -> -64.210722
2026-08-16,erp,AM98970,AM,CJYQ,930,ST. JOHN'S,NF,50.0 -> 25.0
2026-08-16,lat,AM98970,AM,CJYQ,930,ST. JOHN'S,NF,47.579111 -> 47.543833
2026-08-16,lon,AM98970,AM,CJYQ,930,ST. JOHN'S,NF,-52.7865 -> -52.776778
2026-08-16,erp,AM99455,AM,CKXD,1010,GANDER,NF,5.0 -> 1.0
2026-08-16,lon,AM99549,AM,CKVH,1020,HIGH PRAIRIE,AB,-116.518167 -> -116.519556
2026-08-16,erp,FB121230,FM,KKUT-FM1,93.7,HEBER CITY,UT,0.14 -> 1.1
2026-08-16,lat,FB121230,FM,KKUT-FM1,93.7,HEBER CITY,UT,40.543 -> 40.501417
2026-08-16,lon,FB121230,FM,KKUT-FM1,93.7,HEBER CITY,UT,-111.467944 -> -111.449333
2026-08-16,lat,FB164514,FM,KFCO-FM3,107.1,AURORA,CO,39.675333 -> 39.675278
2026-08-16,lon,FB164514,FM,KFCO-FM3,107.1,AURORA,CO,-104.873361 -> -104.873306
2026-08-16,lat,FB199465,FM,KRAT-FM2,92.1,CARSON CITY,NV,39.213806 -> 39.214556
2026-08-16,lon,FB199465,FM,KRAT-FM2,92.1,CARSON CITY,NV,-119.770472 -> -119.769222
2026-08-16,status,FB778313,FM,KCNN-FM1,97.7,BENSON,AZ,CP -> LIC
2026-08-16,lat,FM106689,FM,KJSB,88.3,JONESBORO,AR,35.810083 -> 35.81
2026-08-16,lon,FM106689,FM,KJSB,88.3,JONESBORO,AR,-90.812611 -> -90.8125
2026-08-16,freq,FM189474,FM,KACP,95.9,PAHRUMP,NV,103.1 -> 95.9
2026-08-16,lat,FM189474,FM,KACP,95.9,PAHRUMP,NV,36.284111 -> 36.206889
2026-08-16,lon,FM189474,FM,KACP,95.9,PAHRUMP,NV,-116.050306 -> -115.960556
2026-08-16,lat,FM58923,FM,KSRH,88.1,SAN RAFAEL,CA,37.969944 -> 37.971028
2026-08-16,lon,FM58923,FM,KSRH,88.1,SAN RAFAEL,CA,-122.513056 -> -122.514139
2026-08-16,erp,FM765992,FM,KGAA,91.3,GLENNALLEN,AK,1.75 -> 2.9
2026-08-16,freq,FM82539,FM,KUWC,91.1,CASPER,WY,91.3 -> 91.1
2026-08-16,erp,FM82539,FM,KUWC,91.1,CASPER,WY,0.53 -> 7.2
2026-08-16,erp,FX140886,FM,K226BT,93.1,INDIO,CA,0.036 -> 0.039
2026-08-16,lat,FX140886,FM,K226BT,93.1,INDIO,CA,33.796056 -> 33.796139
2026-08-16,call,FX140898,FM,K206EU,89.1,SALMON,ID,K209FH -> K206EU
2026-08-16,freq,FX140898,FM,K206EU,89.1,SALMON,ID,89.7 -> 89.1
2026-08-16,city,FX140898,FM,K206EU,89.1,SALMON,ID,GRANGEVILLE -> SALMON
2026-08-16,erp,FX140898,FM,K206EU,89.1,SALMON,ID,0.01 -> 0.1
2026-08-16,lat,FX140898,FM,K206EU,89.1,SALMON,ID,45.862639 -> 45.145583
2026-08-16,lon,FX140898,FM,K206EU,89.1,SALMON,ID,-116.122083 -> -114.005222
2026-08-16,lat,FX202163,FM,W237FF,95.3,SAN JUAN,PR,18.278611 -> 18.273278
2026-08-16,lon,FX202163,FM,W237FF,95.3,SAN JUAN,PR,-66.092222 -> -66.092528
2026-08-16,call,FX56338,FM,K262DQ,100.3,PRESCOTT,AZ,K221GL -> K262DQ
2026-08-16,freq,FX56338,FM,K262DQ,100.3,PRESCOTT,AZ,92.1 -> 100.3
2026-08-16,erp,FX56338,FM,K262DQ,100.3,PRESCOTT,AZ,0.12 -> 0.24
2026-08-16,lat,FX56338,FM,K262DQ,100.3,PRESCOTT,AZ,34.490028 -> 34.490056
2026-08-16,lon,FX56338,FM,K262DQ,100.3,PRESCOTT,AZ,-112.533778 -> -112.533889
2026-08-16,erp,FX76831,FM,W272EN,102.3,STATE COLLEGE,PA,0.01 -> 0.025
2026-08-20,added,AM797230,AM,XECSMX,1590,MEXICALI,BC,
2026-08-20,added,FL787879,FM,KFFE-LP,91.9,SALEM,OR,
2026-08-20,added,FL787902,FM,KIEW-LP,102.5,BATTLE GROUND,WA,
2026-08-20,removed,AM57131,AM,WKEX,1430,BLACKSBURG,VA,
2026-08-20,removed,FL133549,FM,KOWW-LP,98.1,BURLINGTON,ND,
2026-08-20,removed,FM767225,FM,KGNM,89.3,HOBBS,NM,
2026-08-20,lon,AM100312,AM,CKKW,1090,KITCHENER,ON,-80.404278 -> -80.404
2026-08-20,city,AM100766,AM,XEWA1,540,MONTERREY,NL,GUADALUPE -> MONTERREY
2026-08-20,erp,AM100766,AM,XEWA1,540,MONTERREY,NL,5.0 -> 0.5
2026-08-20,lat,AM100766,AM,XEWA1,540,MONTERREY,NL,25.692 -> 25.668389
2026-08-20,lon,AM100766,AM,XEWA1,540,MONTERREY,NL,-100.243917 -> -100.31225
2026-08-20,city,AM100799,AM,XEOC,560,MEXICO,DF,IZTAPALAPA -> MEXICO
2026-08-20,erp,AM100799,AM,XEOC,560,MEXICO,DF,5.0 -> 1.5
2026-08-20,lat,AM100799,AM,XEOC,560,MEXICO,DF,19.368056 -> 19.421667
2026-08-20,lon,AM100799,AM,XEOC,560,MEXICO,DF,-99.041667 -> -99.172222
2026-08-20,erp,AM100801,AM,XESRD,560,SANTIAGO PAPASQUIARO,DU,5.0 -> 10.0
2026-08-20,erp,AM100806,AM,XEQAA,560,CHETUMAL,QR,1.0 -> 2.5
2026-08-20,erp,AM100824,AM,XELQ,570,MORELIA,MC,2.0 -> 1.0
2026-08-20,lat,AM100824,AM,XELQ,570,MORELIA,MC,19.693333 -> 19.703333
2026-08-20,lon,AM100824,AM,XELQ,570,MORELIA,MC,-101.147778 -> -101.12
2026-08-20,city,AM100827,AM,XEBJB,570,SAN NICOLAS DE LOS G,NL,EL COLORADO -> SAN NICOLAS DE LOS G
2026-08-20,lat,AM100827,AM,XEBJB,570,SAN NICOLAS DE LOS G,NL,25.630889 -> 25.764778
2026-08-20,lon,AM100827,AM,XEBJB,570,SAN NICOLAS DE LOS G,NL,-100.040028 -> -100.253361
2026-08-20,erp,AM100831,AM,XEVJP,570,XICOTEPEC DE JUAREZ,PU,0.5 -> 5.0
2026-08-20,lat,AM100831,AM,XEVJP,570,XICOTEPEC DE JUAREZ,PU,20.285667 -> 20.263444
2026-08-20,lon,AM100831,AM,XEVJP,570,XICOTEPEC DE JUAREZ,PU,-97.95775 -> -97.96025
2026-08-20,erp,AM100835,AM,XEUK,570,CABORCA,SO,0.16 -> 0.5
2026-08-20,erp,AM100840,AM,XEME,570,VALLADOLID,YC,1.0 -> 2.5
2026-08-20,lon,AM100840,AM,XEME,570,VALLADOLID,YC,-88.202167 -> -88.201889
2026-08-20,city,AM100849,AM,XELRDA,580,PIEDRAS NEGRAS,CI,LA LOMA -> PIEDRAS NEGRAS
2026-08-20,lat,AM100849,AM,XELRDA,580,PIEDRAS NEGRAS,CI,28.766361 -> 28.73775
2026-08-20,lon,AM100849,AM,XELRDA,580,PIEDRAS NEGRAS,CI,-100.603139 -> -100.513694
2026-08-20,erp,AM100853,AM,CJTR,1140,TROIS RIVIERES,QC,10.0 -> 50.0
2026-08-20,lat,AM100853,AM,CJTR,1140,TROIS RIVIERES,QC,46.235861 -> 46.236694
2026-08-20,lon,AM100853,AM,CJTR,1140,TROIS RIVIERES,QC,-72.555972 -> -72.555139
2026-08-20,city,AM100879,AM,XEE,590,SAN FELIPE,DU,DURANGO -> SAN FELIPE
2026-08-20,lat,AM100879,AM,XEE,590,SAN FELIPE,DU,24.05475 -> 23.999472
2026-08-20,lon,AM100879,AM,XEE,590,SAN FELIPE,DU,-104.618611 -> -104.579444
2026-08-20,lat,AM100933,AM,XEKZ,610,SANTO DOMINGO TEHUAN,OA,16.344444 -> 16.36
2026-08-20,lon,AM100933,AM,XEKZ,610,SANTO DOMINGO TEHUAN,OA,-95.210833 -> -95.231667
2026-08-20,erp,AM100936,AM,XEGS,610,GUASAVE,SI,1.5 -> 25.0
2026-08-20,lat,AM100936,AM,XEGS,610,GUASAVE,SI,25.534111 -> 25.800778
2026-08-20,lon,AM100936,AM,XEGS,610,GUASAVE,SI,-108.487083 -> -109.042667
2026-08-20,erp,AM100944,AM,XEEL,610,FRESNILLO,ZA,5.0 -> 10.0
2026-08-20,city,AM100950,AM,XEBU,620,EJIDO ROBINSON,CH,CHIHUAHUA -> EJIDO ROBINSON
2026-08-20,erp,AM100950,AM,XEBU,620,EJIDO ROBINSON,CH,10.0 -> 12.0
2026-08-20,lat,AM100950,AM,XEBU,620,EJIDO ROBINSON,CH,28.602139 -> 28.630472
2026-08-20,lon,AM100950,AM,XEBU,620,EJIDO ROBINSON,CH,-106.139111 -> -105.966583
2026-08-20,lat,AM100969,AM,XEGH,620,RIO BRAVO,TA,25.994528 -> 25.967028
2026-08-20,lon,AM100969,AM,XEGH,620,RIO BRAVO,TA,-98.138611 -> -98.112778
2026-08-20,lat,AM100975,AM,XEJB,630,GUADALAJARA,JA,20.697306 -> 20.702028
2026-08-20,lon,AM100975,AM,XEJB,630,GUADALAJARA,JA,-103.392083 -> -103.390417
2026-08-20,lat,AM100977,AM,XECCQ,630,CANCUN,QR,21.161528 -> 21.162361
2026-08-20,lon,AM100977,AM,XECCQ,630,CANCUN,QR,-86.851889 -> -86.851611
2026-08-20,lat,AM101019,AM,XEEJ,650,SAN JOSE DEL VALLE,JA,20.770333 -> 20.611167
2026-08-20,lon,AM101019,AM,XEEJ,650,SAN JOSE DEL VALLE,JA,-105.207667 -> -105.226278
2026-08-20,city,AM101027,AM,XEPX,650,EL VIGIA,OA,PUERTO ANGEL -> EL VIGIA
2026-08-20,erp,AM101027,AM,XEPX,650,EL VIGIA,OA,1.0 -> 5.0
2026-08-20,lat,AM101027,AM,XEPX,650,EL VIGIA,OA,15.658611 -> 15.717222
2026-08-20,lon,AM101027,AM,XEPX,650,EL VIGIA,OA,-96.500833 -> -96.473333
2026-08-20,erp,AM101035,AM,XEVG,650,MERIDA,YC,2.5 -> 0.5
2026-08-20,lat,AM101035,AM,XEVG,650,MERIDA,YC,21.048722 -> 20.982056
2026-08-20,lon,AM101035,AM,XEVG,650,MERIDA,YC,-89.636111 -> -89.588889
2026-08-20,erp,AM101076,AM,XEFO,680,CHIHUAHUA,CH,5.0 -> 1.0
2026-08-20,lat,AM101076,AM,XEFO,680,CHIHUAHUA,CH,28.669083 -> 28.682694
2026-08-20,lon,AM101076,AM,XEFO,680,CHIHUAHUA,CH,-106.082722 -> -106.0805
2026-08-20,city,AM101090,AM,XEOAX,680,TLALIXTAC DE CABRERA,OA,OAXACA -> TLALIXTAC DE CABRERA
2026-08-20,erp,AM101090,AM,XEOAX,680,TLALIXTAC DE CABRERA,OA,5.0 -> 1.0
2026-08-20,lat,AM101090,AM,XEOAX,680,TLALIXTAC DE CABRERA,OA,17.228611 -> 17.053056
2026-08-20,lon,AM101090,AM,XEOAX,680,TLALIXTAC DE CABRERA,OA,-96.721667 -> -96.651111
2026-08-20,erp,AM101096,AM,XESON,680,HERMOSILLO,SO,5.0 -> 1.0
2026-08-20,city,AM101115,AM,XEMA,690,FRESNILLO,ZA,BUENAVISTA DE RIVERA -> FRESNILLO
2026-08-20,erp,AM101115,AM,XEMA,690,FRESNILLO,ZA,50.0 -> 5.0
2026-08-20,lat,AM101115,AM,XEMA,690,FRESNILLO,ZA,23.142 -> 23.140056
2026-08-20,lon,AM101115,AM,XEMA,690,FRESNILLO,ZA,-102.833 -> -102.828
2026-08-20,erp,AM101118,AM,XEGD,700,HIDALGO DEL PARRAL,CH,1.0 -> 5.0
2026-08-20,erp,AM101134,AM,XEDP,710,CD.CUAUHTEMOC,CH,7.0 -> 5.0
2026-08-20,lat,AM101134,AM,XEDP,710,CD.CUAUHTEMOC,CH,28.417972 -> 28.500194
2026-08-20,lon,AM101134,AM,XEDP,710,CD.CUAUHTEMOC,CH,-106.806611 -> -106.917722
2026-08-20,city,AM101175,AM,XEDE,720,ARTEAGA,CI,SALTILLO -> ARTEAGA
2026-08-20,erp,AM101175,AM,XEDE,720,ARTEAGA,CI,2.5 -> 0.9
2026-08-20,lat,AM101175,AM,XEDE,720,ARTEAGA,CI,25.439222 -> 25.455056
2026-08-20,lon,AM101175,AM,XEDE,720,ARTEAGA,CI,-100.887806 -> -100.837528
2026-08-20,city,AM101259,AM,XECSI,750,SAN PEDRO,SI,CULIACAN -> SAN PEDRO
2026-08-20,erp,AM101259,AM,XECSI,750,SAN PEDRO,SI,5.0 -> 10.0
2026-08-20,lat,AM101259,AM,XECSI,750,SAN PEDRO,SI,24.82775 -> 24.763583
2026-08-20,lon,AM101259,AM,XECSI,750,SAN PEDRO,SI,-107.404806 -> -107.545083
2026-08-20,lon,AM101272,AM,XEZZ,760,GUADALAJARA,JA,-103.31875 -> -103.317083
2026-08-20,erp,AM101298,AM,XEML,770,APATZINGAN,MC,5.0 -> 1.0
2026-08-20,city,AM101302,AM,XEACH,770,MONTERREY,NL,GUADALUPE -> MONTERREY
2026-08-20,erp,AM101302,AM,XEACH,770,MONTERREY,NL,25.0 -> 5.0
2026-08-20,erp,AM101326,AM,XEIH,770,FRESNILLO,ZA,25.0 -> 10.0
2026-08-20,erp,AM101359,AM,XEMTS,780,TAMPICO,TA,2.3 -> 1.0
2026-08-20,lat,AM101359,AM,XEMTS,780,TAMPICO,TA,22.360667 -> 22.235389
2026-08-20,lon,AM101359,AM,XEMTS,780,TAMPICO,TA,-97.915361 -> -97.859528
2026-08-20,erp,AM101369,AM,XENT,790,LA PAZ,BS,25.0 -> 5.0
2026-08-20,erp,AM101399,AM,XESPN,800,TIJUANA,BN,0.5 -> 1.0
2026-08-20,lon,AM101423,AM,XEAGR,810,ACAPULCO,GR,-99.8525 -> -99.852778
2026-08-20,city,AM101427,AM,XEUX,810,COAMILES,NA,TUXPAN -> COAMILES
2026-08-20,lat,AM101427,AM,XEUX,810,COAMILES,NA,21.917 -> 21.886722
2026-08-20,lon,AM101427,AM,XEUX,810,COAMILES,NA,-105.256333 -> -105.271056
2026-08-20,lat,AM101433,AM,XERSV,810,CD.OBREGON,SO,27.477139 -> 27.514083
2026-08-20,lon,AM101433,AM,XERSV,810,CD.OBREGON,SO,-109.973306 -> -109.936083
2026-08-20,city,AM101434,AM,XENVA2,810,SAN LUIS RIO COLORAD,SO,NOGALES -> SAN LUIS RIO COLORAD
2026-08-20,lat,AM101434,AM,XENVA2,810,SAN LUIS RIO COLORAD,SO,31.316778 -> 32.480056
2026-08-20,lon,AM101434,AM,XENVA2,810,SAN LUIS RIO COLORAD,SO,-110.967306 -> -114.774111
2026-08-20,erp,AM101451,AM,XEVMS,820,MEXICALI,BN,3.5 -> 5.0
2026-08-20,city,AM101472,AM,XEBA,820,GUADALAJARA,JA,ZAPOPAN -> GUADALAJARA
