id,band,service,call,freq,status,live,class,city,state,country,lat,lon,erp,erp_night,haat,hours,directional,licensee,channel,virtual,network,atsc3,relay
AM106053,AM,AM,CFHS,530,CP,1,C,FORT FRANCES,ON,CA,48.609667,-93.400139,0.05,0.05,,U,,-,,,,,
AM106051,AM,AM,CHLO,530,CP,1,B,BRAMPTON,ON,CA,43.588056,-79.883889,1.0,0.25,,DN,,-,,,,,
AM106054,AM,AM,CIRS,530,CP,1,C,SAULT STE MARIE,ON,CA,46.516694,-84.350028,0.05,0.05,,U,,-,,,,,
AM106052,AM,AM,CJFT,530,CP,1,C,FORT ERIE,ON,CA,42.897833,-78.95725,0.25,0.25,,U,Y,-,,,,,
AM137080,AM,AM,CKHL,530,CP,1,C,HIGH LEVEL,AB,CA,58.507861,-117.148028,1.0,0.25,,DN,,-,,,,,
AM106048,AM,AM,CKHL,530,CP,1,C,HIGH LEVEL,AB,CA,58.507861,-117.148028,0.4,0.25,,DN,,-,,,,,
AM99011,AM,AM,CB 54,540,CP,1,C,MELIPILLA,-,CI,-33.7,-71.233333,1.0,1.0,,DN,,-,,,,,
AM106059,AM,AM,CBEF,540,CP,1,B,WINDSOR,ON,CA,42.14725,-83.092417,2.5,5.0,,DN,Y,-,,,,,
AM106061,AM,AM,CBGA-1,540,CP,1,B,NEW CARLISLE,QC,CA,47.813917,-65.146639,10.0,10.0,,DN,Y,-,,,,,
AM106062,AM,AM,CBK,540,CP,1,A,WATROUS,SK,CA,51.680028,-105.4475,50.0,50.0,,U,,-,,,,,
AM106056,AM,AM,CBT,540,CP,1,A,GRAND FALLS,NF,CA,48.95,-55.626389,10.0,10.0,,DN,,-,,,,,
AM99012,AM,AM,CD 54,540,CP,1,B,VALDIVIA,-,CI,-39.783333,-73.233333,5.0,1.0,,DN,,-,,,,,
AM106060,AM,AM,CHIC,540,CP,1,B,CHICOUTIMI,QC,CA,48.366667,-71.082917,10.0,10.0,,DN,Y,-,,,,,
AM106058,AM,AM,CJSB,540,CP,1,B,OTTAWA,ON,CA,45.189222,-75.779139,50.0,12.5,,DN,Y,-,,,,,
AM792291,AM,AM,CKBO,540,CP,1,C,COAL HARBOUR,BC,CA,50.614167,-127.569722,0.04,0.04,,DN,,-,,,,,
AM99015,AM,AM,CMNA,540,CP,1,C,MANZANILLO,-,CU,20.333806,-77.132667,1.0,1.0,,DN,,-,,,,,
AM99017,AM,AM,HCFA2,540,CP,1,A,GUAYAQUIL,-,EC,-2.183333,-79.933333,50.0,25.0,,DN,,-,,,,,
AM99016,AM,AM,HICM,540,CP,1,C,S DOMINGO,-,DO,18.483333,-69.833333,5.0,1.0,,DN,,-,,,,,
AM99013,AM,AM,HJKA,540,CP,1,A,BOGOTA,-,CO,4.6,-74.083333,10.0,10.0,,DN,,-,,,,,
AM99020,AM,AM,HOU 23,540,CP,1,C,RADIO MIA,-,PM,8.483333,-82.416667,10.0,10.0,,DN,,-,,,,,
AM145,AM,AM,KDFT,540,LIC,1,D,FERRIS,TX,US,32.513194,-96.574722,1.0,0.249,,DN,Y,"WAY BROADCASTING LICENSEE, LLC",,,,,
AM35249,AM,AM,KMLB,540,LIC,1,D,MONROE,LA,US,32.622083,-92.064306,4.0,0.026,,DN,,"HOLLADAY BROADCASTING OF LOUISIANA, LLC",,,,,
AM58915,AM,AM,KNMX,540,LIC,1,D,LAS VEGAS,NM,US,35.573667,-105.171944,5.0,0.02,,DN,Y,"SANGRE DE CRISTO BROADCASTING CO., INC.",,,,,
AM9849,AM,AM,KRXA,540,LIC,1,B,CARMEL VALLEY,CA,US,36.659972,-121.542444,10.0,0.5,,DN,Y,EL SEMBRADOR MINISTRIES,,,,,
AM51177,AM,AM,KVIP,540,LIC,1,D,REDDING,CA,US,40.623472,-122.281389,2.5,0.014,,DN,,PACIFIC CASCADE COMMUNICATIONS CORPORATION,,,,,
AM35891,AM,AM,KWMT,540,LIC,1,D,FORT DODGE,IA,US,42.495806,-94.209417,5.0,0.17,,DN,Y,ALPHA 3E LICENSEE LLC,,,,,
AM98988,AM,AM,LRA14,540,CP,1,B,SANTA FE,-,AR,-31.65,-60.716667,25.0,5.0,,DN,,-,,,,,
AM98989,AM,AM,LRA25,540,CP,1,B,TARTAGAL,-,AR,-22.533333,-63.816667,5.0,5.0,,DN,,-,,,,,
AM98986,AM,AM,LRF376,540,CP,1,B,BAHIA THETIS,-,AR,-54.616667,-65.233333,25.0,5.0,,DN,,-,,,,,
AM98987,AM,AM,LU17,540,CP,1,B,PUERTO MADRY,-,AR,-42.766667,-65.033333,25.0,5.0,,DN,,-,,,,,
AM99014,AM,AM,TICAL,540,CP,1,B,CARTAGO,-,CR,9.883333,-83.933333,10.0,10.0,,DN,,-,,,,,
AM51141,AM,AM,WASG,540,LIC,1,D,DAPHNE,AL,US,30.746028,-88.094167,2.5,0.019,,DN,,ALABAMA RADIO CORPORATION,,,,,
AM10824,AM,AM,WAUK,540,LIC,1,B,JACKSON,WI,US,43.333333,-88.153139,0.4,0.4,,DN,Y,"CIVIC MEDIA, INC.",,,,,
AM37805,AM,AM,WBWD,540,LIC,1,B,ISLIP,NY,US,40.751778,-73.213444,10.0,0.22,,DN,Y,"OM SAI BROADCASTING, LLC",,,,,
AM60764,AM,AM,WDAK,540,LIC,1,D,COLUMBUS,GA,US,32.432917,-84.9505,4.0,0.038,,DN,,"IHM LICENSES, LLC",,,,,
AM18269,AM,AM,WETC,540,LIC,1,B,WENDELL-ZEBULON,NC,US,35.869306,-78.431944,10.0,4.4,,DN,Y,"DIVINE MERCY RADIO, INC.",,,,,
AM51970,AM,AM,WFLF,540,LIC,1,B,PINE HILLS,FL,US,28.481667,-81.66175,50.0,46.0,,DN,Y,"IHM LICENSES, LLC",,,,,
AM5347,AM,AM,WGOP,540,LIC,1,B,POCOMOKE CITY,MD,US,38.053167,-75.569361,0.5,0.243,,DN,,"THE WATERS GROUP, LLC",,,,,
AM12043,AM,AM,WGTH,540,LIC,1,D,RICHLANDS,VA,US,37.083722,-81.782611,1.0,0.097,,DN,,"HIGH KNOB BROADCASTERS, INC.",,,,,
AM65202,AM,AM,WKFN,540,LIC,1,D,CLARKSVILLE,TN,US,36.542,-87.325556,4.0,0.055,,DN,,"SAGA COMMUNICATIONS OF TUCKESSEE, LLC",,,,,
AM73286,AM,AM,WRGC,540,LIC,1,B,SYLVA,NC,US,35.391917,-83.24875,1.0,0.187,,DN,,"FIVE FORTY BROADCASTING COMPANY, LLC",,,,,
AM5349,AM,AM,WWCS,540,LIC,1,B,CANONSBURG,PA,US,40.2895,-80.185056,5.0,0.5,,DN,Y,BIRACH BROADCASTING CORPORATION,,,,,
AM161448,AM,AM,WXYG,540,LIC,1,B,SAUK RAPIDS,MN,US,45.604972,-94.139444,0.85,0.25,,DN,Y,HERBERT M. HOPPE REVOCABLE TRUST,,,,,
AM22048,AM,AM,WYNN,540,LIC,1,D,FLORENCE,SC,US,34.218222,-79.808111,0.25,0.166,,DN,,CUMULUS LICENSING LLC,,,,,
AM100753,AM,AM,XE,540,CP,1,B,SAN FELIPE,BN,MX,31.063417,-114.836889,1.0,0.25,,DN,,-,,,,,
AM100761,AM,AM,XE,540,CP,1,B,CD.JUAREZ,CH,MX,31.723444,-106.539722,0.45,,,D,,-,,,,,
AM170284,AM,AM,XEAT,540,CP,1,B,HIDALGO DEL PARRAL,CH,MX,26.918,-105.636806,1.5,1.5,,DN,,-,,,,,
AM199728,AM,AM,XEHS,540,CP,1,B,LOS MOCHIS,SI,MX,25.838556,-109.063778,5.0,,,D,,-,,,,,
AM100763,AM,AM,XEMIT,540,CP,1,B,COMITAN,CS,MX,16.2075,-92.115556,5.0,,,D,,-,,,,,
AM110404,AM,AM,XEMIT1,540,CP,1,B,COMITAN,CS,MX,16.2075,-92.115556,5.0,1.0,,DN,,-,,,,,
AM100762,AM,AM,XENVA2,540,CP,1,B,ROSARIO,CH,MX,30.266528,-106.47025,0.1,,,D,,-,,,,,
AM100768,AM,AM,XENVA2,540,CP,1,B,NACOZARI DE GARCIA,SO,MX,30.391806,-109.7145,0.1,,,D,,-,,,,,
AM100760,AM,AM,XETIN,540,CP,1,B,TIJUANA,BN,MX,32.500611,-116.964472,0.1,,,D,,-,,,,,
AM170028,AM,AM,XETX,540,CP,1,B,NUEVO CASAS GRANDES,CH,MX,30.484306,-107.968333,3.9,0.7,,DN,,-,,,,,
AM100769,AM,AM,XEURE,540,CP,1,B,URES,SO,MX,29.426806,-110.387806,5.0,,,D,,-,,,,,
AM124932,AM,AM,XEWA,540,CP,1,A,SAN LUIS POTOSI,SL,MX,22.136472,-100.919583,150.0,150.0,,U,,-,,,,,
AM178080,AM,AM,XEWA,540,CP,1,B,GUADALUPE,NL,MX,25.692,-100.243917,1.5,1.0,,DN,,-,,,,,
AM100767,AM,AM,XEWA,540,CP,1,A,SAN LUIS POTOSI,SL,MX,22.170639,-100.960139,150.0,150.0,,DN,,-,,,,,
AM166740,AM,AM,XEWA,540,CP,1,A,SOLEDAD DE GRACIANO,SL,MX,22.158417,-100.92625,150.0,150.0,,DN,,-,,,,,
AM100766,AM,AM,XEWA1,540,CP,1,B,MONTERREY,NL,MX,25.668389,-100.31225,0.5,0.5,,DN,,-,,,,,
AM99019,AM,AM,YNDW,540,CP,1,C,R CORPORACIO,-,NI,12.133333,-86.216667,10.0,10.0,,DN,,-,,,,,
AM99021,AM,AM,YSHV,540,CP,1,A,SAN SALVADOR,-,ES,13.833333,-89.15,10.0,10.0,,DN,,-,,,,,
AM99023,AM,AM,YVOV,540,CP,1,A,V DEL ROSARI,-,VE,10.35,-72.216667,20.0,20.0,,DN,,-,,,,,
AM99022,AM,AM,YVUR,540,CP,1,A,S J MANAPIAR,-,VE,5.3,-66.05,25.0,25.0,,DN,,-,,,,,
AM99003,AM,AM,ZYH-295,540,CP,1,A,MANAUS,-,BR,-3.116667,-60.033333,50.0,50.0,,DN,,-,,,,,
AM99002,AM,AM,ZYH-481,540,CP,1,C,IRECE,-,BR,-11.233333,-41.8,1.0,0.25,,DN,,-,,,,,
AM98997,AM,AM,ZYH-610,540,CP,1,C,CANINDE,-,BR,-4.333333,-39.25,1.0,0.25,,DN,,-,,,,,
AM99000,AM,AM,ZYH-755,540,CP,1,B,GOIANIA,-,BR,-16.683333,-49.266667,10.0,1.0,,DN,,-,,,,,
AM98992,AM,AM,ZYH-894,540,CP,1,C,BARRA DO COR,-,BR,-5.583333,-45.6,1.0,0.25,,DN,,-,,,,,
AM98999,AM,AM,ZYI-411,540,CP,1,B,CORUMBA,-,BR,-19.0,-57.633333,10.0,10.0,,DN,,-,,,,,
AM99004,AM,AM,ZYJ-450,540,CP,1,B,NITEROI,-,BR,-22.933333,-43.116667,10.0,2.5,,DN,,-,,,,,
AM99006,AM,AM,ZYJ-778,540,CP,1,B,RIO DO SUL,-,BR,-27.2,-49.633333,10.0,1.0,,DN,,-,,,,,
AM98991,AM,AM,ZYJ-924,540,CP,1,B,ARACAJU,-,BR,-10.916667,-37.05,20.0,2.5,,DN,,-,,,,,
AM98995,AM,AM,ZYJ322,540,CP,1,C,BORRAZOPOLIS,-,BR,-23.933333,-51.6,1.0,0.25,,DN,,-,,,,,
AM99008,AM,AM,ZYK-322,540,CP,1,B,SANTO ANGELO,-,BR,-28.283333,-54.266667,10.0,1.0,,DN,,-,,,,,
AM98993,AM,AM,ZYK-697,540,CP,1,C,BIRIGUI,-,BR,-21.266667,-50.316667,1.0,0.25,,DN,,-,,,,,
AM99009,AM,AM,ZYK-734,540,CP,1,C,SUMARE,-,BR,-22.833333,-47.283333,1.0,0.25,,DN,,-,,,,,
AM98998,AM,AM,ZYK226,540,CP,1,C,CANOAS,-,BR,-29.916667,-51.166667,1.0,0.5,,DN,,-,,,,,
AM99001,AM,AM,ZYL331,540,CP,1,C,IPANEMA,-,BR,-19.8,-48.716667,1.0,0.25,,DN,,-,,,,,
AM189783,AM,AM,C550,550,CP,1,B,TROIS-REIVIERES,QC,CA,46.239194,-72.589583,10.0,5.0,,DN,Y,-,,,,,
AM99039,AM,AM,CA55,550,CP,1,C,ANTOFAGASTA,-,CI,-23.587778,-70.383889,1.0,1.0,,DN,,-,,,,,
AM99038,AM,AM,CD55,550,CP,1,C,ANGOL,-,CI,-37.803889,-72.685278,1.0,1.0,,DN,,-,,,,,
AM99024,AM,AM,CD55,550,CP,1,B,BASE TENIENT,HL,CI,-62.0,-57.5,10.0,5.0,,DN,,-,,,,,
AM106064,AM,AM,CFJC,550,CP,1,B,KAMLOOPS,BC,CA,50.642667,-120.459,25.0,5.0,,DN,Y,-,,,,,
AM106066,AM,AM,CFNB,550,CP,1,B,FREDERICTON,NB,CA,45.801167,-66.911361,50.0,50.0,,DN,Y,-,,,,,
AM106068,AM,AM,CHLN,550,CP,1,B,TROIS RIVIERES,QC,CA,46.239194,-72.590139,10.0,5.0,,DN,Y,-,,,,,
AM106067,AM,AM,CHNO,550,CP,1,B,SUDBURY,ON,CA,46.436139,-80.974889,50.0,10.0,,DN,Y,-,,,,,
AM106063,AM,AM,CJOK,550,CP,1,B,FORT MCMURRAY,AB,CA,56.687889,-111.332833,10.0,5.0,,DN,Y,-,,,,,
AM106065,AM,AM,CKPG,550,CP,1,B,PRINCE GEORGE,BC,CA,53.929111,-122.605667,10.0,10.0,,DN,Y,-,,,,,
AM99041,AM,AM,CMBV,550,CP,1,A,WAJAY,-,CU,23.017111,-82.433083,500.0,500.0,,DN,,-,,,,,
AM99037,AM,AM,CP 153,550,CP,1,B,LA PAZ,-,BL,-16.5,-68.133333,50.0,50.0,,DN,,-,,,,,
AM99052,AM,AM,CW1,550,CP,1,A,COLONIA,-,UY,-34.366667,-57.833333,25.0,10.0,,DN,,-,,,,,
AM99042,AM,AM,HCGB1,550,CP,1,B,QUITO,-,EC,-0.183333,-78.5,25.0,25.0,,DN,,-,,,,,
AM99040,AM,AM,HJHF,550,CP,1,A,MARINILLA,-,CO,6.15,-75.366667,50.0,25.0,,DN,,-,,,,,
AM99045,AM,AM,HRH,550,CP,1,C,TEGUCIGALPA,-,HN,14.066667,-87.233333,1.0,1.0,,DN,,-,,,,,
AM5351,AM,AM,KARI,550,LIC,1,B,BLAINE,WA,US,48.954,-122.744611,5.0,2.5,,DN,Y,"WAY BROADCASTING LICENSEE, LLC",,,,,
AM7911,AM,AM,KBOW,550,LIC,1,B,BUTTE,MT,US,45.970194,-112.581417,5.0,1.0,,DN,Y,BUTTE BROADCASTING INCORPORATED,,,,,
AM42015,AM,AM,KCRS,550,LIC,1,B,MIDLAND,TX,US,32.069556,-102.029861,5.0,1.0,,DN,Y,"ICA RADIO, LTD.",,,,,
AM25808,AM,AM,KFRM,550,LIC,1,D,SALINA,KS,US,39.434444,-97.660583,5.0,0.11,,DN,Y,"TAYLOR COMMUNICATIONS, INC.",,,,,
AM63918,AM,AM,KFYI,550,LIC,1,B,PHOENIX,AZ,US,33.388111,-112.006806,5.0,1.0,,DN,,"IHM LICENSES, LLC",,,,,
AM41426,AM,AM,KFYR,550,LIC,1,B,BISMARCK,ND,US,46.853333,-100.544,5.0,5.0,,DN,Y,"IHM LICENSES, LLC",,,,,
AM15879,AM,AM,KLLV,550,LIC,1,D,BREEN,CO,US,37.183889,-108.082306,1.8,,,D,,"DAYSTAR RADIO, LTD.",,,,,
AM49956,AM,AM,KNUI,550,LIC,1,B,WAILUKU,HI,US,20.788556,-156.464167,1.0,1.0,,DN,,"PACIFIC RADIO GROUP, INC.",,,,,
AM50587,AM,AM,KOAC,550,LIC,1,B,CORVALLIS,OR,US,44.634806,-123.194944,5.0,5.0,,DN,Y,OREGON PUBLIC BROADCASTING,,,,,
AM72436,AM,AM,KRAI,550,LIC,1,B,CRAIG,CO,US,40.545806,-107.531722,5.0,0.5,,DN,Y,"BLIZZARD BROADCASTING, LLC",,,,,
AM20359,AM,AM,KTRS,550,LIC,1,B,ST. LOUIS,MO,US,38.662556,-90.128722,5.0,5.0,,DN,Y,"KTRS-AM LICENSE, L.L.C.",,,,,
AM71087,AM,AM,KTSA,550,LIC,1,B,SAN ANTONIO,TX,US,29.494944,-98.41475,5.0,5.0,,DN,Y,ALPHA MEDIA LICENSEE LLC,,,,,
AM12967,AM,AM,KTZN,550,LIC,1,B,ANCHORAGE,AK,US,61.165556,-149.828306,5.0,5.0,,DN,,"IHM LICENSES, LLC",,,,,
AM7695,AM,AM,KUZZ,550,LIC,1,B,BAKERSFIELD,CA,US,35.34025,-118.939556,5.0,5.0,,DN,Y,"BUCK OWENS PRODUCTION COMPANY, INCORPORATED",,,,,
AM99046,AM,AM,RJR,550,CP,1,B,MONTEGO BAY,-,JM,18.466667,-77.9,10.0,10.0,,DN,,-,,,,,
AM99044,AM,AM,TGRV,550,CP,1,A,CINCOSESENTA,-,GT,14.683333,-90.65,10.0,10.0,,DN,,-,,,,,
AM63146,AM,AM,WAME,550,LIC,1,D,STATESVILLE,NC,US,35.793472,-80.853972,0.5,0.053,,DN,,STATESVILLE FAMILY RADIO CORPORATION,,,,,
AM24625,AM,AM,WAYR,550,LIC,1,B,FLEMING ISLAND,FL,US,30.07275,-81.789806,5.0,0.5,,DN,Y,GOOD TIDINGS TRUST INC.,,,,,
AM54866,AM,AM,WDEV,550,LIC,1,B,WATERBURY,VT,US,44.354778,-72.7515,5.0,1.0,,DN,Y,WDEV LLC,,,,,
AM32976,AM,AM,WDUN,550,LIC,1,B,GAINESVILLE,GA,US,34.335667,-83.792111,10.0,2.5,,DN,Y,JACOBS MEDIA CORPORATION,,,,,
AM56101,AM,AM,WGR,550,LIC,1,B,BUFFALO,NY,US,42.769778,-78.843361,5.0,5.0,,DN,Y,"AUDACY LICENSE, LLC",,,,,
AM46949,AM,AM,WIOZ,550,LIC,1,B,PINEHURST,NC,US,35.151278,-79.477528,1.0,0.26,,DN,Y,"MUIRFIELD BROADCASTING, INC.",,,,,
AM29737,AM,AM,WKRC,550,LIC,1,B,CINCINNATI,OH,US,39.008111,-84.444111,5.0,1.0,,DN,Y,"IHM LICENSES, LLC",,,,,
AM53077,AM,AM,WPAB,550,LIC,1,B,PONCE,PR,US,17.988878,-66.629636,5.0,5.0,,DN,,"WPAB, INC.",,,,,
AM41902,AM,AM,WSAU,550,LIC,1,B,WAUSAU,WI,US,44.857194,-89.587056,15.0,20.0,,DN,Y,"WRIG, INC.",,,,,
AM67578,AM,AM,WSJW,550,LIC,1,B,PAWTUCKET,RI,US,41.905667,-71.398389,1.0,0.5,,DN,Y,"RELEVANT RADIO, INC.",,,,,
AM39493,AM,AM,WSVA,550,LIC,1,B,HARRISONBURG,VA,US,38.451222,-78.907806,5.0,1.0,,DN,Y,"TIDEWATER COMMUNICATIONS, LLC",,,,,
AM100770,AM,AM,XE,550,CP,1,B,EJIDO INSURGENTES,BS,MX,25.253833,-111.869944,1.0,0.25,,DN,,-,,,,,
AM100772,AM,AM,XEACD,550,CP,1,B,ACAPULCO,GR,MX,16.845,-99.911111,0.5,1.0,,DN,,-,,,,,
AM110423,AM,AM,XEACD1,550,CP,1,B,ACAPULCO,GR,MX,16.845,-99.911111,1.0,1.0,,DN,,-,,,,,
AM100773,AM,AM,XEGUZ,550,CP,1,B,CD.GUZMAN,JA,MX,19.795833,-103.482222,1.0,1.0,,DN,,-,,,,,
AM100783,AM,AM,XEHLL,550,CP,1,B,SANTO DOMINGO TEHUAN,OA,MX,16.334722,-95.219722,1.0,0.25,,DN,,-,,,,,
AM100781,AM,AM,XEHLL1,550,CP,1,B,SALINA CRUZ,OA,MX,16.237778,-95.210556,1.0,0.25,,DN,,-,,,,,
AM100792,AM,AM,XEKL,550,CP,1,B,JALAPA,VC,MX,19.51,-96.9475,1.0,0.25,,DN,,-,,,,,
AM122764,AM,AM,XEKL1,550,CP,1,B,JALAPA,VC,MX,19.518889,-96.9375,5.0,,,D,,-,,,,,
AM122765,AM,AM,XEKL1,550,CP,1,B,JALAPA,VC,MX,19.518889,-96.9375,,0.25,,N,,-,,,,,
AM100790,AM,AM,XENVA2,550,CP,1,B,BENJAMIN HILL,SO,MX,30.140694,-110.111722,0.1,,,D,,-,,,,,
AM100771,AM,AM,XEPL,550,CP,1,B,CD.CUAUHTEMOC,CH,MX,28.445472,-106.807722,5.0,0.15,,DN,Y,-,,,,,
AM100795,AM,AM,XEQW,550,CP,1,B,MERIDA,YC,MX,20.905389,-89.584972,2.0,0.5,,DN,,-,,,,,
AM100778,AM,AM,XETNC,550,CP,1,B,TEPIC,NA,MX,21.519778,-104.874639,10.0,0.15,,DN,Y,-,,,,,
AM110441,AM,AM,XETNC1,550,CP,1,B,TEPIC,NA,MX,21.519778,-104.874639,2.5,,,D,,-,,,,,
AM100775,AM,AM,XETZI,550,CP,1,B,APATZINGAN,MC,MX,19.081667,-102.258611,5.0,1.0,,DN,,-,,,,,
AM99047,AM,AM,YNR1,550,CP,1,A,RELOJ NACION,-,NI,12.6,-87.066667,5.0,,,D,,-,,,,,
AM99051,AM,AM,YSFG,550,CP,1,C,SONSONATE,-,ES,13.716667,-89.716667,0.5,0.5,,DN,,-,,,,,
AM99053,AM,AM,YVKE,550,CP,1,A,CARACAS,-,VE,10.533333,-66.916667,100.0,100.0,,DN,,-,,,,,
AM99050,AM,AM,ZIZ,550,CP,1,A,BIRDROCK,-,SC,17.3,-62.716667,50.0,50.0,,DN,,Note: ZIZ operates on 555 kHz.,,,,,
AM99049,AM,AM,ZP 16,550,CP,1,A,PTE STROESSN,-,PA,-25.466667,-54.716667,25.0,10.0,,DN,Y,-,,,,,
AM99048,AM,AM,ZP48,550,CP,1,B,MCAL ESTIGAR,2,PA,-22.033333,-60.966667,1.0,0.25,,DN,,-,,,,,
AM99030,AM,AM,ZYI-797,550,CP,1,B,GARANHUNS,-,BR,-8.966667,-36.5,5.0,1.0,,DN,,-,,,,,
AM99034,AM,AM,ZYI-902,550,CP,1,C,S R NONATO,-,BR,-9.016667,-42.716667,1.0,0.25,,DN,,-,,,,,
AM99033,AM,AM,ZYK-287,550,CP,1,B,S CRUZ DO SU,-,BR,-29.716667,-52.416667,2.5,0.25,,DN,Y,-,,,,,
AM99027,AM,AM,ZYK-578,550,CP,1,B,CRUZEIRO,-,BR,-22.6,-44.95,5.0,0.5,,DN,,-,,,,,
AM99035,AM,AM,ZYK-696,550,CP,1,B,SERTAOZINHO,-,BR,-21.133333,-47.966667,5.0,0.25,,DN,,-,,,,,
AM99026,AM,AM,ZYL-225,550,CP,1,B,CATAGUAZES,-,BR,-21.383333,-42.7,5.0,0.5,,DN,,-,,,,,
AM99031,AM,AM,ZYL-263,550,CP,1,B,MONTES CLARO,-,BR,-16.716667,-43.883333,5.0,5.0,,DN,,-,,,,,
AM99081,AM,AM,8RG,560,CP,1,A,SPARENDAAM,-,GY,6.816667,-58.083333,20.0,20.0,,DN,,-,,,,,
AM189784,AM,AM,C560,560,CP,1,B,SPANIARD'S BAY,NF,CA,47.659972,-53.251778,5.0,5.0,,DN,Y,-,,,,,
AM163405,AM,AM,CBDN,560,CP,1,B,DAWSON,YT,CA,64.055861,-139.413333,0.4,0.4,,U,,-,,,,,
AM106073,AM,AM,CFOS,560,CP,1,B,OWEN SOUND,ON,CA,44.544472,-80.902083,7.5,1.0,,DN,Y,-,,,,,
AM106070,AM,AM,CHTK,560,CP,1,C,PRINCE RUPERT,BC,CA,54.298361,-130.387833,1.0,0.25,,DN,,-,,,,,
AM106071,AM,AM,CHVO,560,CP,1,B,SPANIARD'S BAY,NF,CA,47.659972,-53.252889,5.0,5.0,,U,Y,-,,,,,
AM106072,AM,AM,CJKL,560,CP,1,B,KIRKLAND LAKE,ON,CA,48.071667,-80.027139,5.0,5.0,,DN,Y,-,,,,,
AM106074,AM,AM,CKCN,560,CP,1,B,SEPT-ILES,QC,CA,50.205056,-66.567194,10.0,5.0,,DN,Y,-,,,,,
AM106069,AM,AM,CKNL,560,CP,1,B,FORT ST. JOHN,BC,CA,56.233278,-120.893694,1.0,1.0,,DN,Y,-,,,,,
AM99078,AM,AM,CMIA,560,CP,1,B,CIEGO DE AVI,-,CU,21.883806,-78.716167,10.0,10.0,,DN,,-,,,,,
AM99080,AM,AM,HCBN2,560,CP,1,B,GUAYAQUIL,-,EC,-2.2,-79.883333,50.0,25.0,,DN,,-,,,,,
AM99079,AM,AM,HIAA,560,CP,1,C,SANTIAGO,-,DO,19.483333,-70.666667,0.5,0.25,,DN,,-,,,,,
AM99077,AM,AM,HJGS,560,CP,1,A,TUNJA,-,CO,5.583333,-73.383333,10.0,10.0,,DN,,-,,,,,
AM99084,AM,AM,HOH 2,560,CP,1,C,RPC,-,PM,9.390556,-79.807222,1.0,1.0,,DN,,-,,,,,
AM99082,AM,AM,HRPX,560,CP,1,C,S PEDRO SULA,-,HN,15.5,-88.033333,1.0,1.0,,DN,,-,,,,,
AM99083,AM,AM,JBC,560,CP,1,B,NAGGO HEAD,-,JM,17.966667,-76.883333,5.0,5.0,,DN,,-,,,,,
AM62233,AM,AM,KBLU,560,LIC,1,B,YUMA,AZ,US,32.723389,-114.643556,1.0,1.0,,DN,Y,EDB VV LICENSE LLC,,,,,
AM25580,AM,AM,KLVI,560,LIC,1,B,BEAUMONT,TX,US,30.0455,-93.871,5.0,5.0,,DN,Y,"IHM LICENSES, LLC",,,,,
AM35088,AM,AM,KLZ,560,LIC,1,B,DENVER,CO,US,39.843306,-104.954417,5.0,5.0,,U,Y,"KLZ RADIO, INC.",,,,,
AM62330,AM,AM,KMON,560,LIC,1,B,GREAT FALLS,MT,US,47.424667,-111.289694,5.0,5.0,,DN,Y,TOWNSQUARE LICENSE LLC,,,,,
AM71715,AM,AM,KPQ,560,LIC,1,B,WENATCHEE,WA,US,47.453194,-120.329806,5.0,5.0,,DN,Y,"TOWNSQUARE LICENSE, LLC",,,,,
AM35900,AM,AM,KWTO,560,LIC,1,B,SPRINGFIELD,MO,US,36.9445,-93.221583,5.0,4.0,,DN,Y,"ZIMMER MIDWEST COMMUNICATIONS, INC.",,,,,
AM99054,AM,AM,LRA13,560,CP,1,B,BAHIA BLANCA,-,AR,-38.733333,-62.266667,25.0,3.0,,DN,,-,,,,,
AM99057,AM,AM,LRA16,560,CP,1,B,LA QUIACA,-,AR,-22.116667,-65.6,25.0,5.0,,DN,,-,,,,,
AM99056,AM,AM,LRA9,560,CP,1,B,ESQUEL,-,AR,-42.916667,-71.333333,25.0,3.0,,DN,,-,,,,,
AM99059,AM,AM,LRF375,560,CP,1,B,SAN SEBASTIA,-,AR,-53.3,-68.466667,25.0,5.0,,DN,,-,,,,,
AM99055,AM,AM,LT15,560,CP,1,B,CONCORDIA,-,AR,-31.4,-58.016667,10.0,3.0,,DN,,-,,,,,
AM99058,AM,AM,LV1,560,CP,1,B,SAN JUAN,-,AR,-31.533333,-68.516667,25.0,3.0,,DN,,-,,,,,
AM99085,AM,AM,OBZ4L,560,CP,1,C,ORIENTE,-,PE,-11.983333,-77.5,1.0,1.0,,DN,,-,,,,,
AM49689,AM,AM,WEBC,560,LIC,1,B,DULUTH,MN,US,46.643556,-91.986028,5.0,5.0,,DN,Y,"TOWNSQUARE LICENSE, LLC",,,,,
AM52193,AM,AM,WFIL,560,LIC,1,B,PHILADELPHIA,PA,US,40.095111,-75.276833,5.0,5.0,,DN,Y,SALEM COMMUNICATIONS HOLDING CORPORATION,,,,,
AM71868,AM,AM,WFRB,560,LIC,1,D,FROSTBURG,MD,US,39.683528,-78.965028,5.0,0.055,,DN,,"FM RADIO LICENSES, LLC",,,,,
AM72731,AM,AM,WGAI,560,LIC,1,B,ELIZABETH CITY,NC,US,36.337944,-76.246611,1.0,0.5,,DN,Y,"GREGORY COMMUNICATIONS LICENSE, INC.",,,,,
